Data loaded: size=10000, dim=784
RowNUM:818,ZeroNum:638
RowNUM:819,ZeroNum:607
RowNUM:820,ZeroNum:716
RowNUM:821,ZeroNum:597
RowNUM:822,ZeroNum:636
RowNUM:823,ZeroNum:546
RowNUM:824,ZeroNum:633
RowNUM:825,ZeroNum:580
RowNUM:826,ZeroNum:647
RowNUM:827,ZeroNum:613
RowNUM:828,ZeroNum:628
RowNUM:829,ZeroNum:637
RowNUM:830,ZeroNum:608
RowNUM:831,ZeroNum:603
RowNUM:832,ZeroNum:663
RowNUM:833,ZeroNum:675
RowNUM:834,ZeroNum:663
RowNUM:835,ZeroNum:695
RowNUM:836,ZeroNum:641
RowNUM:837,ZeroNum:623
RowNUM:838,ZeroNum:644
RowNUM:839,ZeroNum:693
RowNUM:840,ZeroNum:615
RowNUM:841,ZeroNum:587
RowNUM:842,ZeroNum:592
RowNUM:843,ZeroNum:633
RowNUM:844,ZeroNum:677
RowNUM:845,ZeroNum:594
RowNUM:846,ZeroNum:587
RowNUM:847,ZeroNum:583
RowNUM:848,ZeroNum:525
RowNUM:849,ZeroNum:647
RowNUM:850,ZeroNum:666
RowNUM:851,ZeroNum:719
RowNUM:852,ZeroNum:594
RowNUM:853,ZeroNum:693
RowNUM:854,ZeroNum:695
RowNUM:855,ZeroNum:632
RowNUM:856,ZeroNum:663
RowNUM:857,ZeroNum:636
RowNUM:858,ZeroNum:612
RowNUM:859,ZeroNum:581
RowNUM:860,ZeroNum:675
RowNUM:861,ZeroNum:628
RowNUM:862,ZeroNum:616
RowNUM:863,ZeroNum:645
RowNUM:864,ZeroNum:484
RowNUM:865,ZeroNum:701
RowNUM:866,ZeroNum:678
RowNUM:867,ZeroNum:563
RowNUM:868,ZeroNum:604
RowNUM:869,ZeroNum:673
RowNUM:870,ZeroNum:630
RowNUM:871,ZeroNum:618
RowNUM:872,ZeroNum:631
RowNUM:873,ZeroNum:650
RowNUM:874,ZeroNum:612
RowNUM:875,ZeroNum:629
RowNUM:876,ZeroNum:667
RowNUM:877,ZeroNum:659
RowNUM:878,ZeroNum:666
RowNUM:879,ZeroNum:714
RowNUM:880,ZeroNum:714
RowNUM:881,ZeroNum:651
RowNUM:882,ZeroNum:607
RowNUM:883,ZeroNum:594
RowNUM:884,ZeroNum:655
RowNUM:885,ZeroNum:623
RowNUM:886,ZeroNum:717
RowNUM:887,ZeroNum:662
RowNUM:888,ZeroNum:656
RowNUM:889,ZeroNum:581
RowNUM:890,ZeroNum:639
RowNUM:891,ZeroNum:643
RowNUM:892,ZeroNum:635
RowNUM:893,ZeroNum:608
RowNUM:894,ZeroNum:592
RowNUM:895,ZeroNum:632
RowNUM:896,ZeroNum:614
RowNUM:897,ZeroNum:623
RowNUM:898,ZeroNum:645
RowNUM:899,ZeroNum:642
RowNUM:900,ZeroNum:676
RowNUM:901,ZeroNum:632
RowNUM:902,ZeroNum:618
RowNUM:903,ZeroNum:622
RowNUM:904,ZeroNum:641
RowNUM:905,ZeroNum:644
RowNUM:906,ZeroNum:581
RowNUM:907,ZeroNum:623
RowNUM:908,ZeroNum:576
RowNUM:909,ZeroNum:554
RowNUM:910,ZeroNum:644
RowNUM:911,ZeroNum:621
RowNUM:912,ZeroNum:620
RowNUM:913,ZeroNum:618
RowNUM:914,ZeroNum:609
RowNUM:915,ZeroNum:655
RowNUM:916,ZeroNum:617
RowNUM:917,ZeroNum:629
RowNUM:918,ZeroNum:698
RowNUM:919,ZeroNum:714
RowNUM:920,ZeroNum:713
RowNUM:921,ZeroNum:719
RowNUM:922,ZeroNum:555
RowNUM:923,ZeroNum:683
RowNUM:924,ZeroNum:642
RowNUM:925,ZeroNum:685
RowNUM:926,ZeroNum:633
RowNUM:927,ZeroNum:646
RowNUM:928,ZeroNum:681
RowNUM:929,ZeroNum:654
RowNUM:930,ZeroNum:732
RowNUM:931,ZeroNum:631
RowNUM:932,ZeroNum:667
RowNUM:933,ZeroNum:699
RowNUM:934,ZeroNum:717
RowNUM:935,ZeroNum:650
RowNUM:936,ZeroNum:677
RowNUM:937,ZeroNum:654
RowNUM:938,ZeroNum:719
RowNUM:939,ZeroNum:594
RowNUM:940,ZeroNum:615
RowNUM:941,ZeroNum:586
RowNUM:942,ZeroNum:638
RowNUM:943,ZeroNum:617
RowNUM:944,ZeroNum:604
RowNUM:945,ZeroNum:606
RowNUM:946,ZeroNum:643
RowNUM:947,ZeroNum:573
RowNUM:948,ZeroNum:642
RowNUM:949,ZeroNum:636
RowNUM:950,ZeroNum:609
RowNUM:951,ZeroNum:693
RowNUM:952,ZeroNum:698
RowNUM:953,ZeroNum:692
RowNUM:954,ZeroNum:710
RowNUM:955,ZeroNum:698
RowNUM:956,ZeroNum:613
RowNUM:957,ZeroNum:669
RowNUM:958,ZeroNum:597
RowNUM:959,ZeroNum:617
RowNUM:960,ZeroNum:657
RowNUM:961,ZeroNum:643
RowNUM:962,ZeroNum:620
RowNUM:963,ZeroNum:626
RowNUM:964,ZeroNum:689
RowNUM:965,ZeroNum:642
RowNUM:966,ZeroNum:645
RowNUM:967,ZeroNum:648
RowNUM:968,ZeroNum:627
RowNUM:969,ZeroNum:591
RowNUM:970,ZeroNum:618
RowNUM:971,ZeroNum:687
RowNUM:972,ZeroNum:643
RowNUM:973,ZeroNum:589
RowNUM:974,ZeroNum:666
RowNUM:975,ZeroNum:677
RowNUM:976,ZeroNum:679
RowNUM:977,ZeroNum:595
RowNUM:978,ZeroNum:648
RowNUM:979,ZeroNum:614
RowNUM:980,ZeroNum:693
RowNUM:981,ZeroNum:596
RowNUM:982,ZeroNum:634
RowNUM:983,ZeroNum:617
RowNUM:984,ZeroNum:621
RowNUM:985,ZeroNum:643
RowNUM:986,ZeroNum:636
RowNUM:987,ZeroNum:635
RowNUM:988,ZeroNum:548
RowNUM:989,ZeroNum:620
RowNUM:990,ZeroNum:667
RowNUM:991,ZeroNum:662
RowNUM:992,ZeroNum:608
RowNUM:993,ZeroNum:630
RowNUM:994,ZeroNum:684
RowNUM:995,ZeroNum:669
RowNUM:996,ZeroNum:649
RowNUM:997,ZeroNum:671
RowNUM:998,ZeroNum:694
RowNUM:999,ZeroNum:627
RowNUM:1000,ZeroNum:625
RowNUM:1001,ZeroNum:657
RowNUM:1002,ZeroNum:598
RowNUM:1003,ZeroNum:700
RowNUM:1004,ZeroNum:656
RowNUM:1005,ZeroNum:690
RowNUM:1006,ZeroNum:617
RowNUM:1007,ZeroNum:588
RowNUM:1008,ZeroNum:633
RowNUM:1009,ZeroNum:580
RowNUM:1010,ZeroNum:657
RowNUM:1011,ZeroNum:636
RowNUM:1012,ZeroNum:616
RowNUM:1013,ZeroNum:624
RowNUM:1014,ZeroNum:648
RowNUM:1015,ZeroNum:584
RowNUM:1016,ZeroNum:651
RowNUM:1017,ZeroNum:575
RowNUM:1018,ZeroNum:659
RowNUM:1019,ZeroNum:652
RowNUM:1020,ZeroNum:676
RowNUM:1021,ZeroNum:530
RowNUM:1022,ZeroNum:622
RowNUM:1023,ZeroNum:640
RowNUM:1024,ZeroNum:579
RowNUM:1025,ZeroNum:599
RowNUM:1026,ZeroNum:627
RowNUM:1027,ZeroNum:628
RowNUM:1028,ZeroNum:633
RowNUM:1029,ZeroNum:654
RowNUM:1030,ZeroNum:651
RowNUM:1031,ZeroNum:650
RowNUM:1032,ZeroNum:718
RowNUM:1033,ZeroNum:648
RowNUM:1034,ZeroNum:561
RowNUM:1035,ZeroNum:602
RowNUM:1036,ZeroNum:594
RowNUM:1037,ZeroNum:631
RowNUM:1038,ZeroNum:663
RowNUM:1039,ZeroNum:600
RowNUM:1040,ZeroNum:579
RowNUM:1041,ZeroNum:637
RowNUM:1042,ZeroNum:584
RowNUM:1043,ZeroNum:619
RowNUM:1044,ZeroNum:669
RowNUM:1045,ZeroNum:597
RowNUM:1046,ZeroNum:711
RowNUM:1047,ZeroNum:591
RowNUM:1048,ZeroNum:636
RowNUM:1049,ZeroNum:577
RowNUM:1050,ZeroNum:628
RowNUM:1051,ZeroNum:659
RowNUM:1052,ZeroNum:706
RowNUM:1053,ZeroNum:657
RowNUM:1054,ZeroNum:647
RowNUM:1055,ZeroNum:601
RowNUM:1056,ZeroNum:665
RowNUM:1057,ZeroNum:673
RowNUM:1058,ZeroNum:594
RowNUM:1059,ZeroNum:646
RowNUM:1060,ZeroNum:614
RowNUM:1061,ZeroNum:688
RowNUM:1062,ZeroNum:704
RowNUM:1063,ZeroNum:562
RowNUM:1064,ZeroNum:666
RowNUM:1065,ZeroNum:628
RowNUM:1066,ZeroNum:637
RowNUM:1067,ZeroNum:656
RowNUM:1068,ZeroNum:660
RowNUM:1069,ZeroNum:584
RowNUM:1070,ZeroNum:629
RowNUM:1071,ZeroNum:705
RowNUM:1072,ZeroNum:684
RowNUM:1073,ZeroNum:630
RowNUM:1074,ZeroNum:661
RowNUM:1075,ZeroNum:650
RowNUM:1076,ZeroNum:625
RowNUM:1077,ZeroNum:667
RowNUM:1078,ZeroNum:664
RowNUM:1079,ZeroNum:605
RowNUM:1080,ZeroNum:660
RowNUM:1081,ZeroNum:596
RowNUM:1082,ZeroNum:720
RowNUM:1083,ZeroNum:634
RowNUM:1084,ZeroNum:578
RowNUM:1085,ZeroNum:635
RowNUM:1086,ZeroNum:682
RowNUM:1087,ZeroNum:592
RowNUM:1088,ZeroNum:627
RowNUM:1089,ZeroNum:667
RowNUM:1090,ZeroNum:658
RowNUM:1091,ZeroNum:580
RowNUM:1092,ZeroNum:672
RowNUM:1093,ZeroNum:685
RowNUM:1094,ZeroNum:638
RowNUM:1095,ZeroNum:650
RowNUM:1096,ZeroNum:646
RowNUM:1097,ZeroNum:645
RowNUM:1098,ZeroNum:694
RowNUM:1099,ZeroNum:685
RowNUM:1100,ZeroNum:613
RowNUM:1101,ZeroNum:695
RowNUM:1102,ZeroNum:551
RowNUM:1103,ZeroNum:596
RowNUM:1104,ZeroNum:602
RowNUM:1105,ZeroNum:685
RowNUM:1106,ZeroNum:723
RowNUM:1107,ZeroNum:660
RowNUM:1108,ZeroNum:556
RowNUM:1109,ZeroNum:711
RowNUM:1110,ZeroNum:655
RowNUM:1111,ZeroNum:554
RowNUM:1112,ZeroNum:612
RowNUM:1113,ZeroNum:628
RowNUM:1114,ZeroNum:612
RowNUM:1115,ZeroNum:653
RowNUM:1116,ZeroNum:670
RowNUM:1117,ZeroNum:683
RowNUM:1118,ZeroNum:636
RowNUM:1119,ZeroNum:617
RowNUM:1120,ZeroNum:560
RowNUM:1121,ZeroNum:604
RowNUM:1122,ZeroNum:582
RowNUM:1123,ZeroNum:668
RowNUM:1124,ZeroNum:533
RowNUM:1125,ZeroNum:707
RowNUM:1126,ZeroNum:617
RowNUM:1127,ZeroNum:608
RowNUM:1128,ZeroNum:575
RowNUM:1129,ZeroNum:601
RowNUM:1130,ZeroNum:602
RowNUM:1131,ZeroNum:638
RowNUM:1132,ZeroNum:685
RowNUM:1133,ZeroNum:599
RowNUM:1134,ZeroNum:634
RowNUM:1135,ZeroNum:554
RowNUM:1136,ZeroNum:633
RowNUM:1137,ZeroNum:660
RowNUM:1138,ZeroNum:695
RowNUM:1139,ZeroNum:714
RowNUM:1140,ZeroNum:668
RowNUM:1141,ZeroNum:718
RowNUM:1142,ZeroNum:627
RowNUM:1143,ZeroNum:645
RowNUM:1144,ZeroNum:656
RowNUM:1145,ZeroNum:640
RowNUM:1146,ZeroNum:655
RowNUM:1147,ZeroNum:649
RowNUM:1148,ZeroNum:713
RowNUM:1149,ZeroNum:704
RowNUM:1150,ZeroNum:611
RowNUM:1151,ZeroNum:701
RowNUM:1152,ZeroNum:724
RowNUM:1153,ZeroNum:699
RowNUM:1154,ZeroNum:677
RowNUM:1155,ZeroNum:647
RowNUM:1156,ZeroNum:642
RowNUM:1157,ZeroNum:573
RowNUM:1158,ZeroNum:622
RowNUM:1159,ZeroNum:642
RowNUM:1160,ZeroNum:582
RowNUM:1161,ZeroNum:659
RowNUM:1162,ZeroNum:561
RowNUM:1163,ZeroNum:674
RowNUM:1164,ZeroNum:645
RowNUM:1165,ZeroNum:582
RowNUM:1166,ZeroNum:640
RowNUM:1167,ZeroNum:640
RowNUM:1168,ZeroNum:585
RowNUM:1169,ZeroNum:711
RowNUM:1170,ZeroNum:609
RowNUM:1171,ZeroNum:599
RowNUM:1172,ZeroNum:663
RowNUM:1173,ZeroNum:715
RowNUM:1174,ZeroNum:633
RowNUM:1175,ZeroNum:616
RowNUM:1176,ZeroNum:674
RowNUM:1177,ZeroNum:558
RowNUM:1178,ZeroNum:648
RowNUM:1179,ZeroNum:708
RowNUM:1180,ZeroNum:578
RowNUM:1181,ZeroNum:593
RowNUM:1182,ZeroNum:650
RowNUM:1183,ZeroNum:627
RowNUM:1184,ZeroNum:666
RowNUM:1185,ZeroNum:652
RowNUM:1186,ZeroNum:652
RowNUM:1187,ZeroNum:651
RowNUM:1188,ZeroNum:690
RowNUM:1189,ZeroNum:711
RowNUM:1190,ZeroNum:670
RowNUM:1191,ZeroNum:590
RowNUM:1192,ZeroNum:658
RowNUM:1193,ZeroNum:674
RowNUM:1194,ZeroNum:655
RowNUM:1195,ZeroNum:573
RowNUM:1196,ZeroNum:653
RowNUM:1197,ZeroNum:594
RowNUM:1198,ZeroNum:673
RowNUM:1199,ZeroNum:713
RowNUM:1200,ZeroNum:658
RowNUM:1201,ZeroNum:666
RowNUM:1202,ZeroNum:677
RowNUM:1203,ZeroNum:658
RowNUM:1204,ZeroNum:624
RowNUM:1205,ZeroNum:591
RowNUM:1206,ZeroNum:584
RowNUM:1207,ZeroNum:650
RowNUM:1208,ZeroNum:636
RowNUM:1209,ZeroNum:636
RowNUM:1210,ZeroNum:641
RowNUM:1211,ZeroNum:599
RowNUM:1212,ZeroNum:570
RowNUM:1213,ZeroNum:660
RowNUM:1214,ZeroNum:624
RowNUM:1215,ZeroNum:626
RowNUM:1216,ZeroNum:650
RowNUM:1217,ZeroNum:654
RowNUM:1218,ZeroNum:684
RowNUM:1219,ZeroNum:691
RowNUM:1220,ZeroNum:631
RowNUM:1221,ZeroNum:681
RowNUM:1222,ZeroNum:649
RowNUM:1223,ZeroNum:600
RowNUM:1224,ZeroNum:605
RowNUM:1225,ZeroNum:675
RowNUM:1226,ZeroNum:678
RowNUM:1227,ZeroNum:502
RowNUM:1228,ZeroNum:674
RowNUM:1229,ZeroNum:554
RowNUM:1230,ZeroNum:660
RowNUM:1231,ZeroNum:561
RowNUM:1232,ZeroNum:655
RowNUM:1233,ZeroNum:704
RowNUM:1234,ZeroNum:581
RowNUM:1235,ZeroNum:575
RowNUM:1236,ZeroNum:678
RowNUM:1237,ZeroNum:569
RowNUM:1238,ZeroNum:649
RowNUM:1239,ZeroNum:703
RowNUM:1240,ZeroNum:604
RowNUM:1241,ZeroNum:709
RowNUM:1242,ZeroNum:653
RowNUM:1243,ZeroNum:638
RowNUM:1244,ZeroNum:619
RowNUM:1245,ZeroNum:711
RowNUM:1246,ZeroNum:656
RowNUM:1247,ZeroNum:719
RowNUM:1248,ZeroNum:664
RowNUM:1249,ZeroNum:626
RowNUM:1250,ZeroNum:784
RowNUM:1251,ZeroNum:784
RowNUM:1252,ZeroNum:784
RowNUM:1253,ZeroNum:784
RowNUM:1254,ZeroNum:784
RowNUM:1255,ZeroNum:784
RowNUM:1256,ZeroNum:784
RowNUM:1257,ZeroNum:784
RowNUM:1258,ZeroNum:784
RowNUM:1259,ZeroNum:784
RowNUM:1260,ZeroNum:784
RowNUM:1261,ZeroNum:784
RowNUM:1262,ZeroNum:784
RowNUM:1263,ZeroNum:784
RowNUM:1264,ZeroNum:784
RowNUM:1265,ZeroNum:784
RowNUM:1266,ZeroNum:784
RowNUM:1267,ZeroNum:784
RowNUM:1268,ZeroNum:784
RowNUM:1269,ZeroNum:784
RowNUM:1270,ZeroNum:784
RowNUM:1271,ZeroNum:784
RowNUM:1272,ZeroNum:784
RowNUM:1273,ZeroNum:784
RowNUM:1274,ZeroNum:784
RowNUM:1275,ZeroNum:784
RowNUM:1276,ZeroNum:784
RowNUM:1277,ZeroNum:784
RowNUM:1278,ZeroNum:784
RowNUM:1279,ZeroNum:784
RowNUM:1280,ZeroNum:784
RowNUM:1281,ZeroNum:784
RowNUM:1282,ZeroNum:784
RowNUM:1283,ZeroNum:784
RowNUM:1284,ZeroNum:784
RowNUM:1285,ZeroNum:784
RowNUM:1286,ZeroNum:784
RowNUM:1287,ZeroNum:784
RowNUM:1288,ZeroNum:784
RowNUM:1289,ZeroNum:784
RowNUM:1290,ZeroNum:784
RowNUM:1291,ZeroNum:784
RowNUM:1292,ZeroNum:784
RowNUM:1293,ZeroNum:784
RowNUM:1294,ZeroNum:784
RowNUM:1295,ZeroNum:784
RowNUM:1296,ZeroNum:784
RowNUM:1297,ZeroNum:784
RowNUM:1298,ZeroNum:784
RowNUM:1299,ZeroNum:784
RowNUM:1300,ZeroNum:784
RowNUM:1301,ZeroNum:784
RowNUM:1302,ZeroNum:784
RowNUM:1303,ZeroNum:784
RowNUM:1304,ZeroNum:784
RowNUM:1305,ZeroNum:784
RowNUM:1306,ZeroNum:784
RowNUM:1307,ZeroNum:784
RowNUM:1308,ZeroNum:784
RowNUM:1309,ZeroNum:784
RowNUM:1310,ZeroNum:784
RowNUM:1311,ZeroNum:784
RowNUM:1312,ZeroNum:784
RowNUM:1313,ZeroNum:784
RowNUM:1314,ZeroNum:784
RowNUM:1315,ZeroNum:784
RowNUM:1316,ZeroNum:784
RowNUM:1317,ZeroNum:784
RowNUM:1318,ZeroNum:784
RowNUM:1319,ZeroNum:784
RowNUM:1320,ZeroNum:784
RowNUM:1321,ZeroNum:784
RowNUM:1322,ZeroNum:784
RowNUM:1323,ZeroNum:784
RowNUM:1324,ZeroNum:784
RowNUM:1325,ZeroNum:784
RowNUM:1326,ZeroNum:784
RowNUM:1327,ZeroNum:784
RowNUM:1328,ZeroNum:784
RowNUM:1329,ZeroNum:784
RowNUM:1330,ZeroNum:784
RowNUM:1331,ZeroNum:784
RowNUM:1332,ZeroNum:784
RowNUM:1333,ZeroNum:784
RowNUM:1334,ZeroNum:784
RowNUM:1335,ZeroNum:784
RowNUM:1336,ZeroNum:784
RowNUM:1337,ZeroNum:784
RowNUM:1338,ZeroNum:784
RowNUM:1339,ZeroNum:784
RowNUM:1340,ZeroNum:784
RowNUM:1341,ZeroNum:784
RowNUM:1342,ZeroNum:784
RowNUM:1343,ZeroNum:784
RowNUM:1344,ZeroNum:784
RowNUM:1345,ZeroNum:784
RowNUM:1346,ZeroNum:784
RowNUM:1347,ZeroNum:784
RowNUM:1348,ZeroNum:784
RowNUM:1349,ZeroNum:784
RowNUM:1350,ZeroNum:784
RowNUM:1351,ZeroNum:784
RowNUM:1352,ZeroNum:784
RowNUM:1353,ZeroNum:784
RowNUM:1354,ZeroNum:784
RowNUM:1355,ZeroNum:784
RowNUM:1356,ZeroNum:784
RowNUM:1357,ZeroNum:784
RowNUM:1358,ZeroNum:784
RowNUM:1359,ZeroNum:784
RowNUM:1360,ZeroNum:784
RowNUM:1361,ZeroNum:784
RowNUM:1362,ZeroNum:784
RowNUM:1363,ZeroNum:784
RowNUM:1364,ZeroNum:784
RowNUM:1365,ZeroNum:784
RowNUM:1366,ZeroNum:784
RowNUM:1367,ZeroNum:784
RowNUM:1368,ZeroNum:784
RowNUM:1369,ZeroNum:784
RowNUM:1370,ZeroNum:784
RowNUM:1371,ZeroNum:784
RowNUM:1372,ZeroNum:784
RowNUM:1373,ZeroNum:784
RowNUM:1374,ZeroNum:784
RowNUM:1375,ZeroNum:784
RowNUM:1376,ZeroNum:784
RowNUM:1377,ZeroNum:784
RowNUM:1378,ZeroNum:784
RowNUM:1379,ZeroNum:784
RowNUM:1380,ZeroNum:784
RowNUM:1381,ZeroNum:784
RowNUM:1382,ZeroNum:784
RowNUM:1383,ZeroNum:784
RowNUM:1384,ZeroNum:784
RowNUM:1385,ZeroNum:784
RowNUM:1386,ZeroNum:784
RowNUM:1387,ZeroNum:784
RowNUM:1388,ZeroNum:784
RowNUM:1389,ZeroNum:784
RowNUM:1390,ZeroNum:784
RowNUM:1391,ZeroNum:784
RowNUM:1392,ZeroNum:784
RowNUM:1393,ZeroNum:784
RowNUM:1394,ZeroNum:784
RowNUM:1395,ZeroNum:784
RowNUM:1396,ZeroNum:784
RowNUM:1397,ZeroNum:784
RowNUM:1398,ZeroNum:784
RowNUM:1399,ZeroNum:784
RowNUM:1400,ZeroNum:784
RowNUM:1401,ZeroNum:784
RowNUM:1402,ZeroNum:784
RowNUM:1403,ZeroNum:784
RowNUM:1404,ZeroNum:784
RowNUM:1405,ZeroNum:784
RowNUM:1406,ZeroNum:784
RowNUM:1407,ZeroNum:784
RowNUM:1408,ZeroNum:784
RowNUM:1409,ZeroNum:784
RowNUM:1410,ZeroNum:784
RowNUM:1411,ZeroNum:784
RowNUM:1412,ZeroNum:784
RowNUM:1413,ZeroNum:784
RowNUM:1414,ZeroNum:784
RowNUM:1415,ZeroNum:784
RowNUM:1416,ZeroNum:784
RowNUM:1417,ZeroNum:784
RowNUM:1418,ZeroNum:784
RowNUM:1419,ZeroNum:784
RowNUM:1420,ZeroNum:784
RowNUM:1421,ZeroNum:784
RowNUM:1422,ZeroNum:784
RowNUM:1423,ZeroNum:784
RowNUM:1424,ZeroNum:784
RowNUM:1425,ZeroNum:784
RowNUM:1426,ZeroNum:784
RowNUM:1427,ZeroNum:784
RowNUM:1428,ZeroNum:784
RowNUM:1429,ZeroNum:784
RowNUM:1430,ZeroNum:784
RowNUM:1431,ZeroNum:784
RowNUM:1432,ZeroNum:784
RowNUM:1433,ZeroNum:784
RowNUM:1434,ZeroNum:784
RowNUM:1435,ZeroNum:784
RowNUM:1436,ZeroNum:784
RowNUM:1437,ZeroNum:784
RowNUM:1438,ZeroNum:784
RowNUM:1439,ZeroNum:784
RowNUM:1440,ZeroNum:784
RowNUM:1441,ZeroNum:784
RowNUM:1442,ZeroNum:784
RowNUM:1443,ZeroNum:784
RowNUM:1444,ZeroNum:784
RowNUM:1445,ZeroNum:784
RowNUM:1446,ZeroNum:784
RowNUM:1447,ZeroNum:784
RowNUM:1448,ZeroNum:784
RowNUM:1449,ZeroNum:784
RowNUM:1450,ZeroNum:784
RowNUM:1451,ZeroNum:784
RowNUM:1452,ZeroNum:784
RowNUM:1453,ZeroNum:784
RowNUM:1454,ZeroNum:784
RowNUM:1455,ZeroNum:784
RowNUM:1456,ZeroNum:784
RowNUM:1457,ZeroNum:784
RowNUM:1458,ZeroNum:784
RowNUM:1459,ZeroNum:784
RowNUM:1460,ZeroNum:784
RowNUM:1461,ZeroNum:784
RowNUM:1462,ZeroNum:784
RowNUM:1463,ZeroNum:784
RowNUM:1464,ZeroNum:784
RowNUM:1465,ZeroNum:784
RowNUM:1466,ZeroNum:784
RowNUM:1467,ZeroNum:784
RowNUM:1468,ZeroNum:784
RowNUM:1469,ZeroNum:784
RowNUM:1470,ZeroNum:784
RowNUM:1471,ZeroNum:784
RowNUM:1472,ZeroNum:784
RowNUM:1473,ZeroNum:784
RowNUM:1474,ZeroNum:784
RowNUM:1475,ZeroNum:784
RowNUM:1476,ZeroNum:784
RowNUM:1477,ZeroNum:784
RowNUM:1478,ZeroNum:784
RowNUM:1479,ZeroNum:784
RowNUM:1480,ZeroNum:784
RowNUM:1481,ZeroNum:784
RowNUM:1482,ZeroNum:784
RowNUM:1483,ZeroNum:784
RowNUM:1484,ZeroNum:784
RowNUM:1485,ZeroNum:784
RowNUM:1486,ZeroNum:784
RowNUM:1487,ZeroNum:784
RowNUM:1488,ZeroNum:784
RowNUM:1489,ZeroNum:784
RowNUM:1490,ZeroNum:784
RowNUM:1491,ZeroNum:784
RowNUM:1492,ZeroNum:784
RowNUM:1493,ZeroNum:784
RowNUM:1494,ZeroNum:784
RowNUM:1495,ZeroNum:784
RowNUM:1496,ZeroNum:784
RowNUM:1497,ZeroNum:784
RowNUM:1498,ZeroNum:784
RowNUM:1499,ZeroNum:784
RowNUM:1500,ZeroNum:784
RowNUM:1501,ZeroNum:784
RowNUM:1502,ZeroNum:784
RowNUM:1503,ZeroNum:784
RowNUM:1504,ZeroNum:784
RowNUM:1505,ZeroNum:784
RowNUM:1506,ZeroNum:784
RowNUM:1507,ZeroNum:784
RowNUM:1508,ZeroNum:784
RowNUM:1509,ZeroNum:784
RowNUM:1510,ZeroNum:784
RowNUM:1511,ZeroNum:784
RowNUM:1512,ZeroNum:784
RowNUM:1513,ZeroNum:784
RowNUM:1514,ZeroNum:784
RowNUM:1515,ZeroNum:784
RowNUM:1516,ZeroNum:784
RowNUM:1517,ZeroNum:784
RowNUM:1518,ZeroNum:784
RowNUM:1519,ZeroNum:784
RowNUM:1520,ZeroNum:784
RowNUM:1521,ZeroNum:784
RowNUM:1522,ZeroNum:784
RowNUM:1523,ZeroNum:784
RowNUM:1524,ZeroNum:784
RowNUM:1525,ZeroNum:784
RowNUM:1526,ZeroNum:784
RowNUM:1527,ZeroNum:784
RowNUM:1528,ZeroNum:784
RowNUM:1529,ZeroNum:784
RowNUM:1530,ZeroNum:784
RowNUM:1531,ZeroNum:784
RowNUM:1532,ZeroNum:784
RowNUM:1533,ZeroNum:784
RowNUM:1534,ZeroNum:784
RowNUM:1535,ZeroNum:784
RowNUM:1536,ZeroNum:784
RowNUM:1537,ZeroNum:784
RowNUM:1538,ZeroNum:784
RowNUM:1539,ZeroNum:784
RowNUM:1540,ZeroNum:784
RowNUM:1541,ZeroNum:784
RowNUM:1542,ZeroNum:784
RowNUM:1543,ZeroNum:784
RowNUM:1544,ZeroNum:784
RowNUM:1545,ZeroNum:784
RowNUM:1546,ZeroNum:784
RowNUM:1547,ZeroNum:784
RowNUM:1548,ZeroNum:784
RowNUM:1549,ZeroNum:784
RowNUM:1550,ZeroNum:784
RowNUM:1551,ZeroNum:784
RowNUM:1552,ZeroNum:784
RowNUM:1553,ZeroNum:784
RowNUM:1554,ZeroNum:784
RowNUM:1555,ZeroNum:784
RowNUM:1556,ZeroNum:784
RowNUM:1557,ZeroNum:784
RowNUM:1558,ZeroNum:784
RowNUM:1559,ZeroNum:784
RowNUM:1560,ZeroNum:784
RowNUM:1561,ZeroNum:784
RowNUM:1562,ZeroNum:784
RowNUM:1563,ZeroNum:784
RowNUM:1564,ZeroNum:784
RowNUM:1565,ZeroNum:784
RowNUM:1566,ZeroNum:784
RowNUM:1567,ZeroNum:784
RowNUM:1568,ZeroNum:784
RowNUM:1569,ZeroNum:784
RowNUM:1570,ZeroNum:784
RowNUM:1571,ZeroNum:784
RowNUM:1572,ZeroNum:784
RowNUM:1573,ZeroNum:784
RowNUM:1574,ZeroNum:784
RowNUM:1575,ZeroNum:784
RowNUM:1576,ZeroNum:784
RowNUM:1577,ZeroNum:784
RowNUM:1578,ZeroNum:784
RowNUM:1579,ZeroNum:784
RowNUM:1580,ZeroNum:784
RowNUM:1581,ZeroNum:784
RowNUM:1582,ZeroNum:784
RowNUM:1583,ZeroNum:784
RowNUM:1584,ZeroNum:784
RowNUM:1585,ZeroNum:784
RowNUM:1586,ZeroNum:784
RowNUM:1587,ZeroNum:784
RowNUM:1588,ZeroNum:784
RowNUM:1589,ZeroNum:784
RowNUM:1590,ZeroNum:784
RowNUM:1591,ZeroNum:784
RowNUM:1592,ZeroNum:784
RowNUM:1593,ZeroNum:784
RowNUM:1594,ZeroNum:784
RowNUM:1595,ZeroNum:784
RowNUM:1596,ZeroNum:784
RowNUM:1597,ZeroNum:784
RowNUM:1598,ZeroNum:784
RowNUM:1599,ZeroNum:784
RowNUM:1600,ZeroNum:784
RowNUM:1601,ZeroNum:784
RowNUM:1602,ZeroNum:784
RowNUM:1603,ZeroNum:784
RowNUM:1604,ZeroNum:784
