championship	1697 1638 1282 1844 1911 1752 1773 1628 2062 1499
championships	2744 3388 3589 2643 3342 3457 2518 3457 2761 3136
chams	197 139 647 356 378 547 383 539 85 193
chan	595 456 277 294 592 480 422 406 227 97
chance	248 381 486 626 554 506 369 269 458 353
chancellor	530 264 485 754 478 377 190 274 498 384
chandra	87 114 114 209 78 121 489 293 119 271
change	2145 2127 2369 1819 1844 2115 2145 1833 1974 2687
changed	1438 1420 1642 1615 1359 870 1591 1194 1896 1946
changes	1322 1150 841 1318 995 684 1417 1216 1098 1427
changing	346 400 127 267 428 437 359 260 498 498
channel	1601 1211 1946 1223 2023 1869 2027 1380 1769 1704
channels	530 528 755 745 684 552 400 525 444 679
chaos	338 371 62 580 565 383 413 328 161 419
chaouchi	188 404 312 520 281 647 227 336 272 312
chapel	229 262 410 198 312 63 270 246 82 283
chapman	374 473 197 544 449 337 720 360 422 418
chapter	1417 2164 1478 1585 2130 1336 1757 1623 2642 1287
chapterurl	159 170 403 239 207 424 278 437 289 219
character	760 1009 510 585 599 559 914 548 496 483
characteristic	79 59 175 148 377 391 327 291 303 354
characteristics	344 427 220 491 363 449 157 224 386 407
characterized	289 709 393 255 438 472 473 663 311 529
characters	291 276 397 421 263 395 568 220 360 416
charge	685 872 1838 879 953 1263 1921 1409 1273 1017
charged	746 1007 935 1069 1155 1349 675 918 855 788
charges	1571 1294 1529 1274 1146 1880 1355 1113 1270 1017
charity	172 388 293 271 221 501 539 237 281 363
charkhi	220 317 415 185 393 220 515 158 113 131
charles	2775 2586 3760 3297 3158 3225 3375 3234 3083 2798
charlie	725 691 641 851 596 820 542 697 325 696
chart	589 537 299 585 426 313 334 184 400 467
charter	557 893 793 1183 698 961 458 816 537 332
chechen	436 391 367 400 414 654 326 446 433 479
chechnya	368 528 73 248 244 195 134 159 258 182
check	173 498 232 204 556 155 262 336 383 285
checkpoint	431 237 199 459 287 187 122 293 198 383
cheikh	440 413 490 399 130 212 425 437 624 644
chemical	290 367 327 608 532 465 449 548 395 301
cherchell	184 401 228 263 298 138 316 440 86 171
cherif	536 142 219 369 402 358 332 400 164 536
chernenko	490 297 246 435 646 319 508 599 453 339
chicago	456 640 434 343 181 631 390 636 478 421
chief	5697 6303 5852 5583 6294 6450 6639 5129 5295 5819
chiefeditor	274 629 501 279 475 346 572 593 173 387
chiefs	254 735 910 695 282 578 349 695 884 293
child	781 728 1238 814 726 1111 1030 1188 1487 774
children	4940 3624 4565 4591 3758 4354 4533 4032 4111 4631
china	3197 3338 3495 3839 4223 3901 3836 3153 3694 3548
chinese	1541 1416 1147 1258 1243 1732 1435 1370 1484 1745
chinook	860 839 672 727 671 823 1124 528 731 876
chitral	106 359 586 382 537 343 349 400 260 264
chlef	2252 1684 1667 2141 2305 1783 1948 1402 2172 2369
choice	827 388 451 762 635 495 569 290 254 719
choose	261 238 225 184 454 373 500 302 483 276
chora	438 321 527 755 440 248 443 229 131 273
chose	557 942 240 372 390 577 638 784 363 511
chosen	825 467 611 584 808 716 623 788 808 433
chris	715 739 665 359 701 297 601 997 571 515
christ	136 146 273 340 344 156 196 59 272 364
christian	2509 3022 2814 3499 2629 3003 2339 2756 2833 2183
christianity	1446 1532 1662 1310 1485 1057 1367 1076 1040 1164
christians	781 852 489 971 724 853 497 654 664 516
christmas	91 216 292 86 415 254 182 265 243 268
christopher	353 576 430 382 244 171 377 669 336 461
chromium	1187 1341 1271 1048 1135 1577 1116 1334 924 1333
chronicle	193 315 347 338 239 347 395 333 168 175
chronicles	102 267 278 191 327 147 337 248 148 221
chronology	161 292 566 245 315 337 299 290 119 122
church	7858 6475 6967 7256 6375 7208 5969 7226 7361 7664
churches	877 701 919 868 1101 700 715 564 735 658
ci	224 337 311 365 691 775 571 114 530 600
cia	4823 4982 6168 5217 6083 6169 4928 5413 5133 5836
cid	262 236 393 154 616 261 312 88 292 126
cinema	1295 1138 877 1359 1044 1393 1448 1435 1444 1155
cinematography	367 430 323 250 650 400 340 296 200 192
circa	143 318 482 631 559 256 142 127 200 282
circle	302 544 315 872 387 574 523 404 197 392
circulation	536 881 358 1121 587 835 812 821 689 846
circumstances	240 714 493 727 377 446 398 546 407 309
cirta	274 247 77 164 313 222 196 177 174 396
citadel	181 272 557 319 443 251 403 282 490 443
citation	5663 5382 6391 7328 7181 7173 7900 6435 6999 6362
citations	228 343 284 240 315 240 417 228 81 182
cite	52134 52800 50839 52279 55356 51023 56885 50656 49343 52146
cited	294 340 292 171 246 484 646 370 486 377
cities	6478 6523 4470 6875 6339 5120 4884 5154 4930 6005
citing	488 338 258 279 293 81 282 357 217 216
citizen	729 432 674 604 746 435 924 944 436 784
citizens	2041 1423 1933 1642 1375 990 1479 1101 1605 1456
citizenship	430 460 790 618 400 337 347 616 383 376
city	20004 20633 17537 22087 20937 19906 18678 19472 21100 18434
cityofbirth	1670 2618 2003 1915 1565 1936 1967 2108 1804 1627
civil	5107 4289 3836 4701 5547 4976 4473 4933 4889 4856
civilian	4099 3482 3807 3620 3115 3751 3412 3486 3058 4054
civilians	4911 5518 4401 4411 5217 5286 6445 5450 4146 4151
civilization	1200 936 771 672 457 484 290 469 360 549
civilizations	159 219 129 145 23 176 236 309 107 354
cl	1858 1771 1831 1554 1466 1288 1479 1874 1924 1872
cl2	264 474 132 71 260 160 147 469 200 47
claim	986 1813 1952 1760 1905 1260 1027 1143 1568 1259
claimed	3186 2937 3515 2317 2130 2453 2376 2210 2278 3241
claiming	726 519 513 673 539 662 464 788 726 876
claims	1061 1479 1501 2363 1901 1739 1937 1677 1853 1546
clan	616 444 441 966 557 660 330 697 888 808
clans	604 165 107 266 763 412 660 421 315 758
clarify	287 199 198 331 282 141 157 177 72 265
clash	499 783 447 538 541 558 429 632 251 640
clashes	409 761 485 584 540 234 338 642 600 588
class	23190 18465 19393 21247 17894 19772 19551 20413 21979 23520
classes	489 492 789 779 695 402 513 252 391 374
classical	1007 1471 887 978 1103 1341 1502 1350 1248 893
classification	520 291 513 162 214 386 434 250 569 245
classified	364 409 295 273 619 151 560 120 566 554
classis	506 415 495 501 546 516 573 350 379 707
claude	284 555 399 420 632 271 565 155 591 454
clay	332 455 22 192 238 219 182 312 148 404
clean	332 429 202 354 390 197 154 271 366 262
cleanup	537 631 499 429 495 545 248 441 362 348
clear	3351 2797 2662 2269 2185 2123 2663 1723 2168 3007
cleared	382 339 651 293 417 358 272 101 398 373
clearing	259 224 280 459 526 102 253 153 184 260
clearly	596 357 460 175 734 608 402 511 603 402
clergy	125 206 211 424 236 124 203 80 445 61
clerics	637 187 261 22 394 166 94 156 188 314
click	264 119 199 227 259 228 257 303 384 447
client	369 251 148 535 246 290 283 241 129 190
climate	643 836 1082 1047 1068 879 1054 929 933 1421
clinic	376 297 191 463 142 276 193 389 144 271
clinton	511 386 254 493 517 229 557 340 190 455
close	3489 3478 3263 2848 3166 2315 3600 2834 2253 2554
closed	1217 470 691 1171 1326 844 1511 1381 1006 1064
closely	562 929 854 1056 951 907 1106 1150 604 1086
closer	491 437 379 519 262 499 512 484 483 591
closing	419 89 442 232 177 344 262 559 473 371
clothing	258 400 313 269 156 227 123 436 254 200
club	8471 7480 7643 8200 7517 8295 8866 8045 6830 7301
clubnat	633 486 776 649 839 1149 1225 538 988 1792
clubnumber	1860 1269 1473 1155 1616 1439 2057 1674 830 1768
clubs	3237 2326 2443 2021 2401 2223 1919 2647 2892 2810
clubs1	545 587 520 1035 1002 480 713 897 820 1168
clubs2	392 670 843 489 969 546 434 825 370 632
clubs3	490 522 616 642 402 490 626 582 568 113
clubs4	254 467 489 481 476 530 356 345 236 306
clubs5	485 173 369 143 486 367 604 528 361 370
clubs6	91 294 266 405 87 190 308 163 369 257
cm	846 637 541 600 601 792 1260 815 788 940
cms	185 440 421 255 434 262 197 436 211 356
cn	626 353 276 520 468 154 208 206 351 423
cnn	2797 3879 4225 4845 4356 4112 4389 4779 5041 3336
co	11767 13022 12035 12422 13359 13432 13212 13388 12232 12277
coach	1146 1073 1313 1496 902 779 1201 1086 1161 951
coalition	5345 5775 5258 4398 5060 4683 4703 5247 5417 4226
coast	931 1073 1292 1272 980 1296 959 1206 1485 1308
coastal	858 765 512 788 1318 719 911 608 885 797
coasts	286 135 332 279 168 233 374 151 351 98
coat	1775 1448 2448 1799 1411 1916 1660 2058 1799 1588
coauthors	4183 3824 4957 4336 4734 3444 4462 4088 3727 3377
code	28544 28852 28199 27955 25925 29362 27821 25459 28808 29402
codes	3502 4210 3825 3716 3993 2848 4113 3819 4065 3266
cohen	294 209 96 404 260 317 306 289 438 350
coin	642 568 463 566 453 384 584 355 970 573
coins	1247 887 950 1141 1150 929 1897 927 1702 1250
col	2687 3618 2640 2447 3459 3842 2890 3229 2370 3079
cold	875 856 894 1248 1531 854 510 1162 928 1139
colin	120 174 133 301 423 307 318 428 188 268
coll	908 336 274 442 527 344 684 406 372 448
collaboration	563 480 309 394 263 554 329 293 331 463
collapse	1575 1302 1175 1381 1415 1879 2122 1423 1585 1329
collapsed	953 933 965 768 976 763 940 764 754 909
colleagues	157 625 113 366 182 383 264 169 411 250
collected	703 418 510 669 558 311 510 713 591 655
collection	1103 1400 1439 1058 1111 870 1033 1257 1028 1147
collective	386 576 306 431 281 406 269 200 223 247
college	1213 1257 1917 1355 1893 1421 1258 1669 1568 1561
colleges	450 396 599 307 461 246 670 660 424 374
colonel	2419 1669 1569 2141 2096 1514 2136 1694 2104 1539
colonial	1108 1296 1060 1561 1629 1207 1276 1371 1502 1412
colonialism	338 174 265 128 314 268 227 302 358 492
colonies	784 262 398 331 372 471 419 506 669 650
colonists	70 470 195 272 330 110 245 308 490 197
colonization	281 392 378 510 263 227 546 197 334 146
colony	313 495 390 512 466 719 470 175 355 412
color	4630 4420 3596 3390 3885 3637 3392 4311 3950 4128
colors	796 508 421 649 825 424 330 613 463 900
colour	941 485 766 498 1013 923 440 833 615 1037
colours	451 286 262 350 217 210 349 510 370 583
colspan	5489 3835 5125 5264 3877 4554 4146 4829 4907 5171
columbia	1030 787 640 906 457 982 508 529 970 679
column	439 370 859 469 579 480 368 620 744 542
columns	230 407 197 461 277 138 483 408 475 727
colwidth	313 155 153 482 348 329 286 278 331 504
com	60410 57014 59751 59133 55411 55945 52955 57185 55777 58680
combat	4190 3680 4309 3892 4626 4582 4210 2834 3596 3871
combatant	161 286 522 494 311 440 219 392 250 283
combatant1	767 853 635 1052 752 452 635 864 810 628
combatant2	774 636 635 1086 595 626 962 1194 765 939
combatants	360 105 402 144 236 517 427 289 325 422
combination	611 234 161 182 415 260 292 288 110 158
combined	1666 1706 1279 1009 898 1133 1110 1034 862 1004
come	1552 2392 2128 2481 1758 2113 1881 2234 2123 2761
comedy	219 166 299 533 215 232 160 496 405 375
comes	913 911 986 1021 624 582 857 1258 767 960
coming	1112 892 1137 1205 956 1165 1106 1005 1617 729
command	4926 5782 5828 5543 6262 6229 5143 7383 5376 4936
commanded	801 732 369 485 610 582 620 1114 867 783
commander	6030 6951 5610 6021 7043 7028 7472 6692 6392 6524
commander1	903 747 916 1052 812 968 809 614 852 519
commander2	720 1119 719 873 1002 549 965 758 846 629
commanders	1805 2799 1822 1888 2207 1773 2271 1673 2340 2384
commanding	653 503 344 430 463 291 539 493 340 478
commando	878 1585 833 754 1261 1417 1263 941 1421 1349
commandos	292 334 693 714 537 689 936 475 162 570
commands	113 739 831 441 555 468 715 473 594 1140
commendation	99 253 136 385 318 317 556 384 121 269
comment	444 407 812 452 234 364 169 365 290 439
commentary	110 327 401 177 327 297 414 272 333 267
commented	559 227 247 249 340 423 153 235 325 134
comments	165 282 182 352 298 531 373 518 294 317
commerce	432 533 907 436 748 804 554 501 716 640
commercial	1203 989 1010 914 1119 692 1025 1164 1300 1113
commission	2619 3238 2927 2960 2589 3252 2798 3576 2594 2337
commissioned	227 397 215 297 675 469 909 296 128 453
commissioner	345 192 615 467 874 867 566 792 266 679
commit	484 247 206 387 80 90 189 206 175 242
commitment	641 932 338 393 222 364 435 664 608 313
committed	791 770 1149 647 2053 1052 942 986 770 1084
committee	4506 4519 4967 4300 4099 4995 4283 4471 4187 3724
committees	141 204 176 130 283 433 184 195 237 397
common	3073 2930 2674 2451 2624 3002 2757 2217 2816 2600
commonly	500 604 1048 810 565 754 479 489 366 843
commons	2681 3471 3140 2813 2610 2956 3114 2914 2838 3225
commonscat	462 402 393 320 514 740 609 311 794 480
commonwealth	538 139 276 256 216 194 267 339 210 177
commune	9545 7757 7873 7983 7392 8767 8299 7343 7845 10044
communes	12613 11129 11392 10845 8738 11036 9628 10067 10918 14034
communication	638 721 373 873 724 482 549 495 543 414
communications	1237 984 1907 1297 1211 1478 1932 1392 1547 1109
communism	1087 821 1024 950 649 441 1087 834 658 804
communist	6071 5291 5735 4426 5069 5242 5491 5230 5217 4507
communists	1081 828 1371 694 1848 771 1356 1512 978 711
communities	1604 2069 1812 1550 1272 2242 1701 1632 1677 1815
community	3403 4626 3779 4253 3952 2998 3855 3997 4330 2767
companies	1825 2245 1904 1705 2013 1988 2017 1860 1324 1674
company	5698 4712 4778 5858 5278 4262 5649 6129 5098 4896
compared	954 910 742 516 425 619 546 674 519 893
comparison	354 326 417 555 677 545 461 615 448 424
compensation	192 505 117 439 186 135 312 167 435 228
compete	311 242 479 494 105 511 386 232 298 368
competed	580 467 463 656 469 797 751 697 859 1107
competing	229 423 433 144 123 70 240 320 194 134
competition	1887 1935 1715 1675 1577 1674 1656 1752 1973 2525
competitions	599 376 800 527 275 520 476 605 467 593
competitors	743 367 814 494 257 543 815 606 614 465
complaints	522 581 388 290 337 415 567 767 407 410
complete	1455 1428 1015 1471 962 1095 1527 1216 1282 1299
completed	1903 2425 1285 1999 1415 1276 1576 1463 1507 1940
completely	678 1106 957 1073 756 986 640 1470 808 584
completion	375 354 246 318 449 504 268 334 220 334
complex	485 891 878 839 1078 767 1014 951 589 873
component	245 133 106 179 382 415 525 483 439 298
composed	1364 1450 1418 1367 1008 819 1124 1135 1099 1224
composer	573 414 464 556 614 415 637 652 524 457
composition	329 215 428 258 380 60 314 358 452 285
compound	1099 998 681 1163 1194 832 1063 982 1133 859
comprehensive	295 260 334 323 341 165 404 547 575 264
comprised	336 454 272 178 250 153 196 310 160 179
comprising	289 462 89 551 138 307 216 172 390 278
compromise	423 141 404 380 357 240 350 256 367 58
computer	390 369 514 397 288 623 757 426 687 454
concentrated	527 466 318 481 248 405 401 373 379 401
concept	250 374 457 152 342 495 220 213 286 429
concern	665 821 763 955 849 889 953 562 1548 899
concerned	538 486 388 383 668 356 615 238 182 304
concerning	547 613 820 635 961 751 709 600 754 714
concerns	418 950 912 735 702 891 737 709 797 1004
concluded	890 393 1187 723 615 783 561 443 463 594
conclusion	129 228 308 281 322 199 223 169 615 175
concrete	432 346 111 282 181 681 411 324 163 466
condemned	1027 831 797 768 740 554 1474 1130 848 607
condemns	341 272 476 297 445 488 376 185 216 280
condition	562 364 610 517 748 690 619 285 618 584
conditions	1311 1124 1085 1747 1681 727 1290 865 1439 1814
conduct	773 351 506 437 459 728 960 949 732 573
conducted	2347 2590 1964 3130 2496 2144 2211 2935 2740 3318
conducting	175 422 256 324 388 431 667 224 193 252
confederation	886 880 337 810 877 634 521 774 1192 639
conference	3509 2966 2763 3320 3422 3880 2950 3387 2429 3179
conferences	563 605 320 109 553 449 417 294 215 437
confidence	150 307 303 336 551 289 413 354 276 216
confirmed	1540 1263 1233 1297 1118 891 1728 720 1621 1266
confiscated	92 148 234 378 230 279 209 236 454 169
conflict	3759 4753 5554 4257 4799 4339 3813 3747 3598 5796
conflicts	2211 2249 1158 1831 1498 1928 1395 1556 1651 1771
confluence	532 359 463 745 641 517 680 336 563 817
confrontation	230 396 187 344 423 284 50 283 348 249
confused	346 398 544 420 360 209 424 521 256 438
congo	153 214 214 268 389 610 463 503 155 272
congress	2862 2492 2507 3167 2190 1974 2626 2389 2558 2591
congresses	239 667 405 320 657 465 203 638 518 244
congressman	273 338 205 278 291 320 80 333 460 80
connect	219 506 251 373 360 385 196 254 436 341
connected	492 475 620 812 1127 507 488 498 680 897
connecting	257 266 205 474 253 204 281 424 282 479
connection	859 853 1145 452 637 717 685 755 804 534
connections	257 290 478 262 598 348 476 709 373 499
connects	438 162 305 157 377 186 296 142 414 454
conquer	703 704 790 416 583 987 719 496 610 592
conquered	1248 961 1506 526 827 1195 613 1585 967 804
conquest	1123 766 1487 1196 951 1588 994 1056 1382 1586
consensus	167 182 499 340 235 210 132 385 355 139
consequence	264 234 132 429 444 279 245 167 170 305
consequences	244 284 371 169 163 199 257 287 380 113
conservation	563 540 513 457 200 518 211 533 439 368
conservative	1109 846 782 549 1333 1263 1126 817 417 449
consider	639 562 623 517 377 385 693 518 594 842
considerable	715 1065 544 535 674 748 336 1009 1262 999
considered	3266 2780 2650 2645 2607 2716 2364 2181 2483 2921
consisted	468 455 742 593 722 734 955 1187 498 547
consisting	583 610 749 394 719 581 901 737 1046 531
consists	1269 1555 1407 1132 1657 944 794 923 1356 1335
consolidation	108 320 138 349 494 179 57 328 285 415
consonant	644 843 697 636 658 886 968 475 478 911
consort	590 275 399 173 430 377 203 266 210 199
conspiracy	200 251 280 304 427 309 354 244 365 297
constant	211 401 354 448 215 154 281 150 585 217
constantine	4101 3407 3970 3583 3992 4074 3593 3874 4213 3032
constantinople	372 738 833 737 808 597 470 699 609 713
constituted	236 173 225 109 245 408 214 216 552 678
constitution	3708 3800 3352 2919 4499 3566 3098 3887 3214 3756
constitutional	1116 1282 923 1077 1032 1178 1426 1253 1407 820
constructed	276 899 526 611 834 871 838 600 505 673
construction	2742 2692 2110 1974 1992 2377 1754 2740 2768 2640
consul	167 325 495 44 267 352 220 608 225 40
consulate	609 961 798 741 763 498 666 846 585 797
contact	1282 938 1113 663 893 847 1564 1439 969 1643
contacts	195 494 435 234 307 469 195 368 245 906
contain	132 508 317 331 291 65 293 165 98 478
contained	425 327 390 346 268 551 435 398 336 558
containing	550 547 314 510 337 195 366 460 501 516
contains	1345 957 1696 987 989 1184 1489 1076 1257 1230
contemporary	595 673 526 604 763 442 431 911 848 848
content	3911 3665 3301 3374 3705 3987 4148 4033 3319 3155
contest	1506 1638 1047 896 1183 1019 1001 1270 1015 1245
contested	661 602 721 563 627 557 631 834 482 703
context	554 586 411 401 225 274 484 497 454 534
continent	729 596 673 242 465 750 294 989 648 490
continental	437 289 98 274 236 285 285 260 172 337
contingent	330 509 305 495 554 524 402 671 717 699
continue	1709 1565 1420 1903 2321 1641 2325 1392 1818 1968
continued	3451 3492 3868 3477 3531 3171 4323 3151 3128 3537
continues	454 808 1070 1046 966 430 776 906 1066 1345
continuing	656 215 30 397 369 550 592 737 523 620
continuous	397 328 254 372 248 371 206 384 416 387
contract	1438 933 1593 1616 1177 1457 1955 1410 1176 1509
contractor	399 387 266 147 225 326 202 367 412 296
contractors	318 467 304 324 447 408 429 126 279 447
contrary	413 669 233 209 481 487 197 194 569 444
contrast	272 305 564 192 449 367 343 474 210 304
contribs	282 123 73 148 36 30 164 24 232 299
contributed	802 999 486 667 481 735 435 1154 747 737
contribution	750 348 560 643 388 544 604 599 869 788
contributions	659 762 644 611 750 925 886 790 779 619
control	6918 5267 5866 5359 5465 6201 5951 4697 6424 6971
controlled	1685 1031 2292 1556 2436 1928 1807 1388 1809 1664
controversial	558 507 629 738 274 445 368 606 488 587
controversy	651 656 535 702 304 490 608 505 487 639
convention	765 619 474 576 172 679 511 551 487 974
conventional	247 439 448 493 606 337 418 321 374 310
conventions	475 640 297 480 472 482 698 585 348 423
conversion	2314 1960 2047 1978 2567 2172 2276 2123 2445 2559
convert	6128 5845 6047 6009 5636 6031 5949 5856 6322 6532
converted	491 791 1124 814 799 945 339 578 699 1096
convicted	307 336 634 399 609 234 459 630 497 275
convince	105 463 234 111 217 196 339 558 225 400
convinced	377 385 547 203 342 347 408 315 352 177
convoy	2214 1618 2201 1790 1143 1811 1005 1509 1651 1507
cooperation	1316 1477 1539 1161 2113 1512 1884 1362 1620 1396
coor	943 847 435 703 666 917 413 396 652 505
coord	12833 12224 13550 11747 12812 12846 13232 13233 12492 13527
coordinates	5530 5183 4922 5346 3869 5215 5668 5275 6055 6093
coordination	456 418 536 236 345 347 620 203 319 286
copper	233 468 317 380 502 274 436 301 506 521
copy	439 349 234 170 275 456 317 378 288 180
copyright	163 327 140 206 265 532 163 528 291 384
core	168 619 620 466 343 388 392 346 266 194
corfu	822 1087 980 858 913 819 595 464 1087 547
corner	195 365 153 576 191 94 170 172 231 219
corporal	1790 1218 1452 1574 1650 1335 1599 1575 1405 1759
corporation	1076 598 542 191 852 609 1229 491 752 645
corps	3773 3232 2954 4070 3407 3312 3115 2760 3186 3087
correct	266 224 423 234 277 158 200 184 494 191
correspondent	91 167 311 369 316 225 531 281 315 462
corridor	512 512 495 568 387 753 878 514 880 480
corruption	1819 1832 1398 1321 1224 1146 1300 1707 1532 1659
corsairs	156 159 360 285 222 115 24 101 413 162
cost	1623 2246 1959 1887 2046 2131 1743 2367 1875 1770
costs	526 775 489 870 949 702 719 567 523 308
cotton	118 341 530 127 378 342 136 246 201 184
could	5051 5380 4836 5981 6667 4744 6636 5771 5321 5444
council	9789 9315 10421 10715 9285 11302 10720 10219 8268 10318
councils	74 331 230 476 161 289 610 620 241 256
count	1136 849 986 1199 862 881 760 789 765 626
counted	310 136 305 235 203 234 306 409 312 458
counter	1843 1523 1435 2006 1595 1824 1258 1302 2132 1259
counties	813 791 678 830 702 718 874 976 904 706
countries	7875 8017 7664 10735 9819 8022 8116 7242 8962 9299
country	39315 41912 40545 43704 43804 43889 42790 41950 44064 43602
countryofbirth	1984 1430 2435 1788 1307 2588 1850 1834 2499 3025
countryside	321 173 378 224 305 308 498 462 173 482
county	4374 5625 4628 5739 4847 5327 4981 5836 4352 4546
coup	1271 1390 1589 1250 1860 1397 2249 1264 1548 2076
coupe	744 619 546 398 495 577 487 752 623 518
couple	200 514 280 665 275 259 314 439 616 103
courage	229 265 350 133 453 131 343 353 350 137
course	1311 1513 1356 1470 1466 1765 1414 1416 1473 1352
courses	430 393 398 569 437 521 355 656 757 536
court	3673 3969 4594 3059 3777 3997 4160 3582 4306 3893
courts	526 364 617 459 524 840 409 663 885 448
cousin	343 433 437 546 244 678 327 232 529 324
cover	1319 1383 1188 1183 1302 1727 1266 1406 1404 880
coverage	213 543 198 297 103 565 510 425 199 274
covered	906 816 493 824 538 691 1246 1231 547 743
covering	606 542 372 690 692 345 919 532 694 644
covers	529 195 710 492 453 674 1010 523 288 478
covert	468 188 340 301 590 346 361 278 21 374
cp	188 200 188 457 636 410 298 292 181 330
cquote	461 339 557 614 589 612 544 474 310 395
cquote2	399 549 315 746 334 446 485 430 360 403
cr	1252 863 1637 1424 1556 1436 1266 1063 974 1157
craig	399 285 454 342 472 500 359 201 555 443
crash	959 884 1009 995 1002 576 1116 901 970 660
crashed	1027 970 799 1119 1008 1100 561 997 810 521
crashes	161 121 259 279 347 376 213 349 135 384
create	738 1020 1190 1609 986 990 1407 703 967 1054
created	3800 2594 3619 3733 2692 3231 3298 3113 3654 3059
creating	620 897 560 491 292 690 591 589 628 405
creation	772 1057 1304 874 663 897 1183 1257 1112 570
credit	255 507 555 398 178 343 729 263 312 445
crescent	1253 640 1232 679 649 1069 658 972 1226 762
crew	1175 1315 1063 1452 1210 1290 1133 1234 1405 1798
cricinfo	1081 1064 1092 1237 850 1409 1386 1189 1392 1267
cricket	3703 4561 4212 4764 4280 5135 3690 3439 4207 4103
cricketarchive	299 371 549 464 736 277 605 542 445 326
cricketers	541 285 692 374 234 385 135 516 476 1107
crime	995 836 1362 876 1099 1022 1174 1194 893 1199
crimes	1237 1811 1460 1262 1279 1447 1479 1456 1653 1286
criminal	708 1317 674 606 972 978 979 1448 934 1735
criminals	636 385 304 227 345 188 407 286 368 333
crisis	1423 1150 1426 1423 1397 962 1256 1424 1302 997
criteria	1100 841 1218 1046 1279 1143 654 851 860 1292
critical	799 1031 871 641 904 758 1184 1008 1148 1013
criticised	394 219 144 279 168 383 238 225 292 427
criticism	494 973 768 747 748 731 454 629 442 858
criticized	262 724 281 705 436 643 553 409 487 414
critics	365 169 359 312 524 287 219 250 403 201
croatia	849 1070 844 821 1063 1496 1197 657 1393 823
croatian	388 546 370 476 358 440 282 571 354 488
crop	295 199 185 156 249 346 226 297 512 134
crops	323 382 277 77 494 377 573 194 425 296
cross	4207 3083 4331 3962 2981 3594 3930 3634 3198 2839
crossed	218 549 1113 655 639 595 516 611 510 555
crossing	567 1122 559 624 345 253 665 1097 626 554
crossings	313 576 480 366 573 600 326 371 294 394
crowd	438 326 353 681 416 504 414 412 554 587
crown	500 333 516 656 226 435 661 195 601 590
crowned	264 198 189 242 183 265 262 332 508 257
crucial	344 400 611 326 280 620 317 651 468 573
crusade	202 247 183 358 138 357 167 379 282 254
cs	3769 4062 3297 3869 2863 3436 3280 4058 3387 3432
csmonitor	317 453 325 611 491 317 470 395 376 518
ct	3395 2744 3269 3208 3100 3142 2626 2600 2654 3018
ctv	469 603 497 763 622 602 544 339 1138 972
ctvnews	509 330 572 278 359 303 222 333 169 240
cuba	540 257 166 319 132 468 433 234 428 391
cubic	316 321 571 160 330 128 357 204 134 436
cuisine	321 364 45 169 378 296 185 248 266 203
cult	691 890 1163 518 980 803 1237 666 928 731
cultivation	530 496 777 1078 720 395 722 539 742 962
cultural	4720 6026 5744 5257 5348 4415 5759 5168 5165 5961
culture	5775 5725 5526 6058 6372 5585 5471 5635 7169 5324
cultures	487 237 259 421 215 386 312 171 159 432
cup	10143 11070 12039 11468 12565 11371 10880 11271 12790 11922
cups	266 324 241 325 137 80 351 109 256 178
currencies	173 313 225 472 490 267 95 78 196 160
currency	1036 985 585 908 674 982 1046 858 1029 713
current	4635 4984 5407 4845 5576 4971 4556 5753 4322 4124
currentclub	1865 1910 1310 1460 880 1911 1573 1901 2166 1723
currently	4262 4450 4214 4471 3854 4904 4048 4441 3804 4547
curri	358 223 627 251 163 534 456 380 283 325
custody	506 502 172 339 284 744 698 604 265 444
custom	175 290 154 185 82 211 445 79 114 225
customs	457 1003 749 779 524 696 588 558 491 541
cut	1207 1314 1013 963 986 686 978 1183 613 1446
cutting	297 212 630 133 281 347 210 354 520 296
cv	296 569 129 86 210 323 226 294 210 108
cy	487 923 529 540 764 719 572 669 998 783
cycle	200 179 195 247 429 269 196 282 169 341
cyprus	965 527 445 337 569 702 1036 726 375 691
cyrillic	392 220 330 146 253 78 551 637 120 457
czech	622 491 412 734 728 587 755 617 519 793
czechoslovakia	256 240 521 227 372 296 201 73 329 211
cërrik	119 167 284 391 283 215 159 155 177 155
côte	455 400 457 325 318 94 360 396 227 592
d	15507 16456 17063 17028 17849 16246 16445 16627 15062 15795
d0	194 201 692 156 184 268 315 249 660 251
d3d3d3	649 323 383 276 354 200 417 199 590 480
da	3467 2639 2954 2841 3589 2988 3284 3885 2521 2800
daccess	183 426 455 439 226 270 207 386 158 182
dadullah	625 323 139 307 681 435 570 342 558 350
dahan	502 341 500 581 645 303 349 411 408 469
dahl	221 528 319 319 153 112 533 220 107 342
daily	3346 2743 3182 3240 2779 3009 4283 3305 2890 2966
dajti	279 457 270 443 353 52 501 337 383 383
dam	1113 1192 1362 1046 843 1000 933 601 1407 1264
damage	964 643 760 1005 1319 798 820 1346 1135 441
damaged	1135 513 939 1103 885 1287 1372 1073 708 793
dan	228 344 644 662 365 433 574 361 293 496
danger	792 385 653 746 378 541 537 851 486 878
dangerous	292 634 287 853 622 611 696 639 454 444
daniel	623 1118 632 1171 801 566 699 546 1045 767
danish	1314 1100 927 826 835 958 1018 1150 653 593
dans	399 424 743 705 919 730 880 527 697 732
daoud	1827 2031 1658 1857 1864 1899 1792 1553 1657 1854
